backers_count,Blurb length,Blurb caps,Category,Category (parent only),country,campaign length (deadline - launched at,decision timing (state changed - launched at),fx_rate,goal,Name Length,Name Caps,spotlight,staff_pick,State,usd_pledged
61,107,4,"dance/performances""",dance,US,2592000,2592000,1,3000,21,3,TRUE,TRUE,1,4618.0
52,135,13,"food/drinks""",food,US,2592000,2592000,1,20000,54,7,FALSE,TRUE,0,3461.0
0,95,10,"food/drinks""",food,US,2024373,2024373,1,15000,32,6,FALSE,FALSE,0,0.0
2,107,4,"food/food trucks""",food,US,5180400,5180400,1,2000,36,29,FALSE,FALSE,0,25.0
150,75,0,"design/product design""",design,US,1209600,1209600,1,800,41,10,TRUE,FALSE,1,3275.0
42,124,4,"dance""",dance,US,1296000,1296000,1,1800,13,2,TRUE,FALSE,1,2796.0
56,126,6,"fashion/pet fashion""",fashion,US,2764800,2764800,1,7200,57,4,TRUE,FALSE,1,7600.0
219,59,5,"dance/performances""",dance,US,2592000,2592017,1,10000,21,4,TRUE,TRUE,1,10940.99
50,114,4,"publishing/poetry""",publishing,US,2592000,2592003,1,1800,48,3,TRUE,FALSE,1,2075.02
4,130,17,"food/food trucks""",food,US,3024000,3024004,1,3500,30,4,FALSE,FALSE,0,140.0
35,125,17,"dance/residencies""",dance,US,3381494,3381495,1,7500,38,6,TRUE,FALSE,1,7805.0
62,93,7,"music/jazz""",music,US,4741802,4741802,1,4000,15,2,TRUE,FALSE,1,4358.0
25,110,6,"design/product design""",design,US,2458809,2458809,1,500,30,5,TRUE,FALSE,1,581.0
35,112,2,"art/painting""",art,US,1814400,1814400,1,3500,46,6,TRUE,FALSE,1,4188.0
0,98,4,"publishing/young adult""",publishing,US,2592000,2592000,1,2000,31,4,FALSE,FALSE,0,0.0
32,45,1,"music/indie rock""",music,AU,2592000,2592000,0.72636675,2500,13,3,TRUE,TRUE,1,1730.1405500364
78,122,9,"theater/immersive""",theater,US,1814400,1814400,1,1500,43,5,TRUE,FALSE,1,3570.0
0,126,12,"food/food trucks""",food,CA,1296000,1296002,0.75574365,5500,59,11,FALSE,FALSE,0,0.0
28,98,1,"design""",design,US,2592000,2,1,1000,31,0,FALSE,FALSE,NA,1015.0
10,47,4,"music/faith""",music,US,1820368,1820368,1,200,54,5,TRUE,FALSE,1,216.0
2,134,3,"journalism/video""",journalism,US,2595600,2595601,1,20000,31,4,FALSE,FALSE,0,61.0
69,134,8,"dance""",dance,US,2592000,2592001,1,7000,27,5,TRUE,FALSE,1,7222.33
0,125,2,"food/food trucks""",food,CA,2592000,1369,0.75574365,100000,35,4,FALSE,FALSE,0,0.0
67,121,8,"publishing/poetry""",publishing,AU,2592000,2592000,0.72636675,5000,48,3,TRUE,TRUE,1,5571.5935905
38,121,3,"art/painting""",art,US,2595600,2595600,1,500,15,3,TRUE,TRUE,1,2389.0
30,61,5,"music/rock""",music,DK,1814400,1814400,0.15799139,15000,30,5,TRUE,FALSE,1,2380.1566216701
0,132,10,"food/drinks""",food,US,2588400,2588401,1,40000,23,3,FALSE,FALSE,0,0.0
3,127,4,"food/food trucks""",food,US,5120486,5120486,1,20000,26,23,FALSE,FALSE,0,95.0
0,49,1,"publishing/young adult""",publishing,AU,2650721,2650721,0.72636675,2000,31,1,FALSE,FALSE,0,0.0
128,111,3,"design/product design""",design,GB,2567570,2567570,1.29135567,15000,47,32,TRUE,FALSE,1,20492.94656592
3,97,3,"theater/immersive""",theater,US,2592000,2592000,1,28000,6,1,FALSE,FALSE,0,250.0
0,39,2,"journalism""",journalism,ES,3364469,3364469,1.1753395,1000,39,2,FALSE,FALSE,0,0.0
8,134,15,"photography/fine art""",photography,US,3891600,3891600,1,5000,51,4,FALSE,FALSE,0,545.0
9,134,9,"art/painting""",art,US,5184000,5184050,1,1000,60,4,TRUE,FALSE,1,1000.0
60,127,2,"technology/gadgets""",technology,US,3456000,3456002,1,10000,35,6,FALSE,FALSE,0,1455.0
12,135,5,"technology/gadgets""",technology,US,4586966,4586966,1,1450,58,10,FALSE,FALSE,0,287.0
29,128,1,"publishing/young adult""",publishing,US,2182902,2182903,1,745,17,2,TRUE,FALSE,1,1395.0
0,121,9,"publishing/young adult""",publishing,GB,3354618,3354619,1.29135567,500,49,6,FALSE,FALSE,0,0.0
35,135,1,"film & video/horror""",film & video,US,864000,864000,1,2000,36,5,TRUE,TRUE,1,2143.0
15,58,1,"art/painting""",art,US,2678393,2678394,1,500,28,6,TRUE,FALSE,1,833.0
86,124,12,"food/food trucks""",food,US,2680558,2680559,1,15000,42,7,FALSE,FALSE,0,4521.0
55,29,1,"music/metal""",music,CA,2592000,1,0.75574365,2000,22,6,FALSE,TRUE,NA,1803.4469052327
216,134,2,"design/product design""",design,AU,3196800,3196800,0.72636675,2100,46,5,TRUE,FALSE,1,11173.218403766400
68,44,7,"music""",music,US,5184000,5184000,1,7000,21,3,TRUE,FALSE,1,7156.0
92,124,1,"film & video/horror""",film & video,GB,2915878,2915879,1.29135567,8000,59,9,TRUE,FALSE,1,11724.84379128
42,129,7,"art/conceptual art""",art,US,3456000,3456001,1,1500,46,11,TRUE,FALSE,1,1925.37
78,133,13,"art/painting""",art,US,2642443,2642443,1,1000,55,9,TRUE,FALSE,1,3078.0
16,75,1,"design/product design""",design,BE,2592000,2,1.1753395,5000,51,9,FALSE,TRUE,NA,2440.5501036
16,44,2,"technology/gadgets""",technology,GB,3173085,3173085,1.29135567,5000,14,2,FALSE,FALSE,0,729.01693714
64,96,13,"art/painting""",art,US,2636764,2636822,1,4000,19,3,TRUE,FALSE,1,4819.0
1110,130,7,"journalism""",journalism,US,2592000,2592001,1,40000,57,10,TRUE,FALSE,1,47450.450000000000
3297,87,7,"technology/gadgets""",technology,US,3459600,3459600,1,20000,56,9,TRUE,FALSE,1,95399.0
0,119,4,"food/food trucks""",food,MX,1728000,1728000,0.04736045,60000,50,6,FALSE,FALSE,0,0.0
37,74,2,"food/drinks""",food,US,2592000,2592001,1,15000,17,7,FALSE,FALSE,0,3356.0
30,97,1,"music""",music,US,5184000,5184000,1,2000,42,8,TRUE,FALSE,1,2209.5
18,128,8,"fashion/ready-to-wear""",fashion,GB,2592000,2592000,1.29135567,5000,46,9,FALSE,FALSE,0,335.54770272
1,124,1,"journalism/print""",journalism,MX,5073293,5073294,0.0473825,120000,35,5,FALSE,FALSE,0,23.373635
2,135,4,"fashion/ready-to-wear""",fashion,US,3081373,3081386,1,4000,17,4,FALSE,FALSE,0,201.0
41,129,3,"dance""",dance,US,2592000,2592000,1,1500,43,6,TRUE,TRUE,1,3694.0
140,83,1,"music/faith""",music,US,2592000,2592001,1,15000,43,6,TRUE,FALSE,1,17305.5
62,135,2,"art/painting""",art,SE,2315918,2315918,0.1129236,8500,17,3,TRUE,TRUE,1,2943.97348014
0,134,2,"journalism/web""",journalism,US,2592000,2592001,1,3000,56,3,FALSE,FALSE,0,0.0
0,130,6,"fashion/ready-to-wear""",fashion,GB,2592000,2592000,1.29135567,1000,21,8,FALSE,FALSE,0,0.0
1,135,4,"art/painting""",art,US,2215822,2215822,1,111,40,7,FALSE,FALSE,0,1.0
0,128,3,"food/food trucks""",food,SE,2592000,2592002,0.1129236,75000,28,5,FALSE,FALSE,0,0.0
15,120,3,"technology/robots""",technology,US,3888000,3888000,1,500,43,14,TRUE,FALSE,1,578.0
176,131,5,"food/drinks""",food,US,2592000,2592001,1,25000,19,3,TRUE,FALSE,1,25589.0
1,48,1,"food/food trucks""",food,US,2592000,12182,1,20000,48,5,FALSE,FALSE,0,1.0
1,48,0,"technology/robots""",technology,CA,5187600,5187601,0.75574365,1,27,0,TRUE,FALSE,1,0.973678971
100,129,6,"design/product design""",design,AU,2592000,2592000,0.72636675,1000,56,9,TRUE,FALSE,1,5044.9141829548
260,85,1,"design/product design""",design,HK,2592000,2592001,0.1290281,77500,60,19,TRUE,FALSE,1,80456.156200560000
121,132,1,"journalism/web""",journalism,US,2588400,2588403,1,35000,54,1,TRUE,FALSE,1,35249.0
574,128,2,"art/painting""",art,US,2728706,2728706,1,9500,60,10,TRUE,TRUE,1,30381.0
26,136,5,"art/painting""",art,US,3963812,3964128,1,795,79,10,TRUE,FALSE,1,931.0
14,150,8,"art/painting""",art,US,7606551,7606640,1,2500,80,6,TRUE,FALSE,1,2500.0
121,134,5,"design""",design,US,838377,838377,1.376715,500,56,6,TRUE,FALSE,1,2555.0
86,135,12,"food/drinks""",food,US,2592000,2592046,1,2000,45,6,TRUE,FALSE,1,2401.0
2,132,2,"film & video/horror""",film & video,US,2592000,2592000,1,7000,11,2,FALSE,FALSE,0,30.0
2,135,10,"technology/robots""",technology,US,3744433,37534,1,50000,60,6,FALSE,FALSE,0,1100.0
15,116,4,"food/drinks""",food,US,2595600,2595600,1,50000,15,2,FALSE,FALSE,0,5537.0
83,44,5,"music/comedy""",music,US,3888000,3888000,1,500,20,4,TRUE,FALSE,1,1411.0
12,133,4,"food/drinks""",food,SE,2592000,2592002,0.1129236,600000,14,4,FALSE,FALSE,0,687.24925
2,131,8,"food/food trucks""",food,US,5187600,5187601,1,15000,59,6,FALSE,FALSE,0,11.0
15,82,2,"art/painting""",art,US,2416340,2416340,1,5000,53,7,TRUE,FALSE,1,5581.0
4,118,3,"journalism""",journalism,AU,5180400,5180401,0.72636675,10000,59,6,FALSE,FALSE,0,65.63182106
145,121,1,"dance""",dance,US,1576269,1576271,1,10000,10,2,TRUE,FALSE,1,10095.0
27,108,4,"dance""",dance,CA,1577858,1577858,0.75574365,20000,26,6,TRUE,FALSE,1,15815.838298915
1,135,112,"fashion/ready-to-wear""",fashion,US,4510249,4510250,1,10000,26,4,FALSE,FALSE,0,10.0
158,86,3,"photography/fine art""",photography,US,2808761,2808761,1,7250,23,6,TRUE,TRUE,1,9792.0
20,118,1,"dance/performances""",dance,US,3891600,3891600,1,2888,21,9,TRUE,FALSE,1,2888.0
2,75,3,"film & video/horror""",film & video,US,5184000,5184003,1,10000,13,1,FALSE,FALSE,0,11.0
88,112,1,"film & video/horror""",film & video,US,2160000,2160001,1,5500,56,3,TRUE,FALSE,1,7200.0
3,43,1,"food/drinks""",food,SE,5184000,5184000,0.1129236,5555600,47,1,FALSE,FALSE,0,6.1088709389
23,69,11,"art/painting""",art,US,1814400,1814400,1,500,38,8,TRUE,FALSE,1,1315.0
20,43,6,"photography/fine art""",photography,US,1954592,1954592,1,1500,28,3,TRUE,FALSE,1,1666.0
1,27,1,"art/painting""",art,US,2682000,2682000,1,10000,26,3,FALSE,FALSE,0,1.0
240,73,1,"design/product design""",design,FR,3020400,3020400,1.1753395,42000,51,7,TRUE,FALSE,1,140169.58772957000
29,135,8,"journalism""",journalism,US,2592000,2592003,1,600,55,9,TRUE,FALSE,1,3013.0
903,133,9,"music/world music""",music,US,2591874,2591874,1,6000,36,5,TRUE,FALSE,1,54522.330000000000
154,98,16,"food/drinks""",food,US,2592000,2592000,1,10000,59,8,TRUE,TRUE,1,10908.0
14,41,1,"photography/fine art""",photography,US,2592000,2592002,1,800,23,6,FALSE,FALSE,0,526.0
9,134,4,"film & video/horror""",film & video,GB,5050024,5050026,1.29135567,29500,25,6,FALSE,FALSE,0,963.7285307
43,126,10,"art/conceptual art""",art,NO,5184000,5184002,0.10984025,7100,53,5,TRUE,FALSE,1,1250.67005563
38,101,21,"music/metal""",music,GB,2592000,2592000,1.29135567,3369,51,11,TRUE,TRUE,1,4550.65968688
88,118,9,"dance""",dance,US,2741658,2741658,1,15000,35,9,TRUE,FALSE,1,15280.0
45,121,5,"publishing/poetry""",publishing,US,2592000,2592001,1,4000,15,2,TRUE,FALSE,1,4375.0
3,86,1,"food/food trucks""",food,AU,3891600,1746024,0.72636675,50000,43,5,FALSE,FALSE,0,51.2784909
209,77,11,"design/product design""",design,US,2592000,2592000,1,1000,58,6,TRUE,FALSE,1,13007.0
68,50,8,"design/typography""",design,GB,2592000,2592000,1.29135567,345,12,1,TRUE,TRUE,1,1235.25713113
11,135,3,"food/drinks""",food,CA,3024000,3024001,0.75574365,5000,49,13,FALSE,FALSE,0,464.58923434
6,134,5,"fashion/ready-to-wear""",fashion,FR,2592000,2592002,1.1753395,2000,48,2,FALSE,FALSE,0,292.77014198
36,134,24,"dance""",dance,US,1814886,1814886,1,4000,21,3,TRUE,FALSE,1,4170.0
61,122,3,"film & video/horror""",film & video,AU,2592000,2592000,0.72636675,10000,16,3,TRUE,FALSE,1,8653.6331169064
116,130,3,"theater/immersive""",theater,US,2592806,2592806,1,6000,30,6,TRUE,FALSE,1,6710.0
24,49,0,"dance/spaces""",dance,US,604800,604800,1,400,29,0,TRUE,FALSE,1,475.0
4,122,2,"film & video/horror""",film & video,US,2592000,2592002,1,50000,18,3,FALSE,FALSE,0,180.0
0,133,1,"art/painting""",art,US,5187600,5187600,1,7700,47,7,FALSE,FALSE,0,0.0
0,126,7,"food/events""",food,GB,2592000,432556,1.29030427,12500,56,7,FALSE,FALSE,0,0.0
4,55,1,"art/painting""",art,CA,2592000,2592000,0.75574365,25,16,3,TRUE,FALSE,1,140.714661
7,86,11,"design""",design,US,5184000,2,1.376715,2500,30,5,FALSE,FALSE,NA,232.0
0,135,3,"publishing/young adult""",publishing,US,2592000,72945,1,15000,43,4,FALSE,FALSE,0,0.0
5,135,9,"publishing/young adult""",publishing,US,2592000,2592000,1,14300,22,6,FALSE,FALSE,0,95.0
32,25,3,"design""",design,US,777600,777600,1.376715,500,29,5,TRUE,FALSE,1,4852.0
125,76,3,"film & video/horror""",film & video,US,2609420,2609420,1,18000,7,1,TRUE,TRUE,1,18726.0
51,99,7,"journalism""",journalism,US,1814400,1814414,1,2000,18,4,TRUE,FALSE,1,2486.0
1,41,0,"technology/gadgets""",technology,ES,5184000,5184000,1.18467411,2000,8,0,FALSE,FALSE,0,1.0933873
29,123,1,"film & video/horror""",film & video,US,3477879,3477879,1,1500,19,3,TRUE,FALSE,1,2857.0
1,87,3,"journalism/web""",journalism,US,2592000,2592000,1,40000,12,2,FALSE,FALSE,0,10.0
28,115,10,"dance""",dance,US,2595600,2595601,1,750,29,5,TRUE,FALSE,1,1650.0
0,134,3,"film & video/horror""",film & video,GB,2422800,2422875,1.29135567,5000,59,9,FALSE,FALSE,0,0.0
2,127,3,"film & video/horror""",film & video,US,2073600,2073600,1,900,10,1,FALSE,FALSE,0,60.0
125,126,4,"food/drinks""",food,US,4777956,4777956,1,10000,24,4,TRUE,FALSE,1,13553.0
9,75,4,"film & video/horror""",film & video,CA,1501819,1501820,0.75574365,5000,21,11,FALSE,FALSE,0,460.5624206722
9,104,5,"food/food trucks""",food,US,2592000,2586430,1,500,46,6,FALSE,FALSE,0,501.0
5,130,1,"photography/fine art""",photography,US,2424560,2424560,1,50000,29,4,FALSE,FALSE,0,401.0
17,117,5,"food/food trucks""",food,US,2592000,2592000,1,38000,24,4,FALSE,FALSE,0,552.0
2,127,5,"fashion/ready-to-wear""",fashion,US,2595600,2595600,1,15000,48,14,FALSE,FALSE,0,70.0
46,123,2,"food/food trucks""",food,US,2592000,2592000,1,30000,17,3,FALSE,FALSE,0,4534.0
89,131,1,"theater/immersive""",theater,US,5184000,5184004,1,3000,44,11,TRUE,FALSE,1,5625.66
0,127,3,"fashion/pet fashion""",fashion,US,5184000,373803,1,10000,23,3,FALSE,FALSE,0,0.0
106,93,1,"design/product design""",design,US,2592000,2592001,1.376715,1500,49,7,TRUE,FALSE,1,3553.0
19,133,1,"technology/robots""",technology,US,3456000,3456004,1,5000,42,4,TRUE,FALSE,1,5665.0
343,132,2,"food/drinks""",food,US,3981209,3981221,1,35000,55,8,TRUE,TRUE,1,40245.0
16,34,3,"art/painting""",art,US,3061446,3061448,1,6000,21,3,TRUE,FALSE,1,6015.0
31,134,13,"dance""",dance,US,2595600,2595601,1,5000,18,3,TRUE,FALSE,1,5100.0
14,124,1,"food/events""",food,US,2592000,2337174,1,30000,39,5,FALSE,FALSE,0,1004.0
4,130,2,"food/drinks""",food,AU,2588400,2588400,0.72636675,3800,60,5,FALSE,FALSE,0,23.69760621
22,127,1,"dance/spaces""",dance,SE,3456000,3456002,0.1129236,20000,55,3,TRUE,FALSE,1,3403.35387165
213,56,5,"journalism""",journalism,US,2592000,2592000,1,8000,40,5,TRUE,FALSE,1,10221.0
3,113,1,"food/food trucks""",food,US,2592000,2592002,1,18000,23,10,FALSE,FALSE,0,1020.0
1,21,1,"film & video/horror""",film & video,US,1501530,1501531,1,1000,24,2,FALSE,FALSE,0,1.0
0,129,2,"art/conceptual art""",art,US,2592000,2592004,1,1250,29,4,FALSE,FALSE,0,0.0
78,135,3,"fashion/pet fashion""",fashion,CA,3059348,3059348,0.75905419,12500,32,5,TRUE,FALSE,1,11918.10135712
6,93,4,"photography/fine art""",photography,US,1296000,1296000,1,325,49,24,FALSE,FALSE,0,142.0
3,91,2,"art/painting""",art,GB,2592000,2592000,1.29135567,575,27,6,FALSE,FALSE,0,67.53803462
469,134,3,"design/product design""",design,US,3110400,3110400,1,32000,11,2,TRUE,FALSE,1,34505.0
105,117,7,"dance""",dance,US,3976039,3976039,1,4000,41,5,TRUE,FALSE,1,4635.48
86,120,3,"publishing/young adult""",publishing,US,2592000,2592000,1,5000,24,4,TRUE,FALSE,1,5703.0
42,123,12,"art/conceptual art""",art,US,2761200,2761200,1,1384,60,8,TRUE,TRUE,1,2813.0
13,135,8,"food/drinks""",food,US,2678400,2678401,1,5000,37,5,FALSE,FALSE,0,234.0
16,119,23,"publishing/poetry""",publishing,US,2951870,2951936,1,750,57,7,TRUE,FALSE,1,850.0
44,53,1,"music/pop""",music,US,3023552,3023552,1,3000,42,7,TRUE,FALSE,1,3057.0
88,60,4,"music/metal""",music,DE,3322816,3322816,1.1753395,4000,44,15,TRUE,FALSE,1,4628.9265117
1,134,5,"technology/gadgets""",technology,US,2683431,2683432,1,12500,59,7,FALSE,FALSE,0,1.0
23,56,47,"music/rock""",music,US,3888000,3888001,1,1000,29,23,TRUE,FALSE,1,1173.0
44,134,25,"film & video/horror""",film & video,GB,3323690,3323690,1.29135567,1500,42,11,TRUE,FALSE,1,2285.77608446
218,83,4,"music/hip-hop""",music,IT,2592000,2592000,1.1753395,2000,25,4,TRUE,TRUE,1,7817.4271408866
59,93,3,"food/drinks""",food,US,5184000,5184000,1,50000,23,3,FALSE,FALSE,0,5626.0
1,112,3,"technology/robots""",technology,DE,2592000,2592001,1.1753395,100000,43,4,FALSE,FALSE,0,1.08712786
94,76,2,"music/country & folk""",music,US,2592000,2592001,1,5000,43,4,TRUE,FALSE,1,5908.0
16,103,5,"art/painting""",art,US,4018041,4018041,1,5000,40,6,TRUE,FALSE,1,5118.0
4,125,3,"technology/gadgets""",technology,GB,3459600,3459604,1.29135567,8000,19,3,FALSE,FALSE,0,155.62498558
2,129,1,"publishing/young adult""",publishing,US,2592000,2592000,1,2000,16,2,FALSE,FALSE,0,2.0
101,125,1,"film & video/horror""",film & video,US,2592000,2592001,1,25000,51,9,FALSE,FALSE,0,9223.0
50,48,9,"food/drinks""",food,US,2592000,2592000,1,5000,20,3,TRUE,FALSE,1,5817.0
183,121,4,"journalism""",journalism,US,2592000,2592002,1,5000,37,2,TRUE,FALSE,1,8615.0
22,48,1,"design/product design""",design,US,3853375,3853375,1,25000,14,2,TRUE,FALSE,1,25079.0
161,113,4,"dance/spaces""",dance,US,2592000,2592001,1,7500,43,5,TRUE,FALSE,1,9068.0
742,135,5,"design/product design""",design,US,3110400,3110400,1,20000,53,4,TRUE,FALSE,1,27331.5
88,132,1,"theater/immersive""",theater,US,1959764,1959765,1,5000,5,5,TRUE,TRUE,1,5026.0
0,20,1,"food/food trucks""",food,US,2588400,306,1,25000,24,3,FALSE,FALSE,0,0.0
34,131,8,"music/rock""",music,FR,2678400,2678401,1.1753395,1500,50,39,TRUE,FALSE,1,1686.82422
77,132,5,"food/drinks""",food,US,3888000,3888051,1,100000,54,6,FALSE,FALSE,0,15225.0
3,83,2,"film & video/horror""",film & video,US,1209600,1209600,1,2000,30,4,FALSE,FALSE,0,176.0
61,70,7,"food/food trucks""",food,US,3024000,3024001,1,25000,50,9,FALSE,FALSE,0,6981.0
12,112,4,"food/drinks""",food,GB,2592000,2592000,1.29135567,3000,28,4,FALSE,FALSE,0,412.25269464
878,100,10,"design/product design""",design,US,4493940,4493940,1,1000,52,7,TRUE,FALSE,1,39209.0
25,84,17,"dance""",dance,US,2592000,2592000,1,1000,47,7,TRUE,FALSE,1,1601.0
2,45,2,"design/product design""",design,US,2592000,1,1,500,30,7,FALSE,FALSE,NA,2.0
2,134,10,"art/painting""",art,US,604800,604800,1,700,53,1,FALSE,FALSE,0,77.0
0,129,3,"photography/fine art""",photography,US,2592000,2592002,1,10000,60,2,FALSE,FALSE,0,0.0
72,135,2,"photography/fine art""",photography,US,2341155,2341167,1,15400,59,2,TRUE,FALSE,1,25378.0
0,121,4,"technology/robots""",technology,ES,1728000,1728000,1.1753395,12000,8,2,FALSE,FALSE,0,0.0
1,120,4,"art/painting""",art,CA,2592000,2592000,0.75574365,500,55,10,FALSE,FALSE,0,25.13599784
0,126,5,"food/drinks""",food,US,5184000,5184000,1,10000,20,3,FALSE,FALSE,0,0.0
8,122,2,"journalism/audio""",journalism,US,2012833,2012833,1,100000,22,4,FALSE,FALSE,0,1386.0
1,134,3,"food/food trucks""",food,US,2592000,2592001,1,35000,59,9,FALSE,FALSE,0,1.0
6,135,3,"food/food trucks""",food,US,2592000,2592000,1,3000,24,3,FALSE,FALSE,0,141.0
61,60,1,"music/world music""",music,US,2592000,2592000,1,4000,51,7,TRUE,FALSE,1,6184.0
225,134,3,"food/drinks""",food,US,4082115,4082115,1,30000,47,6,TRUE,FALSE,1,31558.0
35,100,5,"theater/immersive""",theater,US,1640279,1640280,1,5500,21,19,TRUE,FALSE,1,5501.0
7,76,4,"film & video/horror""",film & video,US,5187600,3629576,1,900000,23,3,FALSE,FALSE,0,6150.0
1,78,1,"film & video/horror""",film & video,GB,2670686,438165,1.29135567,7000,25,3,FALSE,FALSE,0,1.23830575
125,132,13,"film & video/horror""",film & video,US,2637007,2637007,1,10000,60,19,TRUE,FALSE,1,20211.0
1,132,3,"journalism/print""",journalism,SG,2543585,2543585,0.73380223,2200,32,5,FALSE,FALSE,0,1.45548968
310,124,10,"dance/spaces""",dance,US,3891600,3891601,1,8500,16,3,TRUE,FALSE,1,8861.0
2,24,5,"photography/fine art""",photography,US,2517465,2517466,1,1500,16,4,FALSE,FALSE,0,2.0
16,131,2,"art/painting""",art,US,1332796,1332797,1,500,13,2,TRUE,FALSE,1,691.0
3,32,1,"technology/robots""",technology,US,2592000,2592002,1,15000,26,2,FALSE,FALSE,0,31.0
79,129,8,"art/painting""",art,US,2592000,2592001,1,3657,54,9,TRUE,FALSE,1,3782.0
4,127,1,"film & video/horror""",film & video,US,2608234,2608245,1,40000,14,2,FALSE,FALSE,0,111.0
165,121,1,"design/product design""",design,US,2592000,2592000,1,30000,54,7,TRUE,FALSE,1,33279.0
2469,73,1,"design/product design""",design,DE,2588400,2588400,1.1753395,1000,60,10,TRUE,FALSE,1,104317.973521200000
1092,135,8,"technology/gadgets""",technology,US,2678400,2678401,1,7200,33,9,TRUE,TRUE,1,44476.0
388,110,3,"music/rock""",music,CA,3888000,3888000,0.75574365,25000,39,8,TRUE,TRUE,1,47471.731327962700
22,133,4,"fashion/ready-to-wear""",fashion,US,3884400,3884403,1,5750,55,4,TRUE,FALSE,1,5750.0
2,135,1,"art/painting""",art,US,2770091,2770091,1,3000,59,9,FALSE,FALSE,0,66.0
218,68,2,"food/drinks""",food,CA,2593399,2593410,0.75574365,10000,22,3,TRUE,FALSE,1,14530.356299520000
8,134,1,"fashion/ready-to-wear""",fashion,US,3027600,3027601,1,2000,49,18,FALSE,FALSE,0,173.0
7,134,9,"technology/robots""",technology,US,2592000,2592002,1,449,60,13,FALSE,FALSE,0,96.0
140,133,9,"publishing/young adult""",publishing,US,2798799,2798799,1,25000,48,7,FALSE,FALSE,0,3476.95
103,32,4,"music/jazz""",music,FR,2854800,2854801,1.1753395,3300,7,1,TRUE,TRUE,1,5120.3390176
88,118,2,"art/painting""",art,US,1818000,1818000,1,10000,22,4,TRUE,FALSE,1,15465.0
56,128,6,"publishing/poetry""",publishing,US,2650102,2650120,1,1500,29,6,TRUE,FALSE,1,1665.0
31,93,6,"dance""",dance,US,2506913,2506913,1,3548,51,21,TRUE,FALSE,1,3586.0
276,112,10,"food/food trucks""",food,US,2592000,2592001,1,20000,40,8,TRUE,TRUE,1,22251.0
25,59,1,"food/drinks""",food,US,2592000,2592001,1,5000,15,2,FALSE,FALSE,0,3256.0
8,128,5,"publishing/young adult""",publishing,NL,2592000,2592000,1.1753395,3000,53,9,FALSE,TRUE,0,444.23567263
98,58,1,"art/painting""",art,US,2592000,2592000,1,5500,30,5,TRUE,FALSE,1,6962.0
5,74,5,"film & video/horror""",film & video,US,4371763,4371781,1,400,10,2,FALSE,FALSE,0,48.0
0,31,3,"food/drinks""",food,US,5184000,5184000,1,5000,40,33,FALSE,FALSE,0,0.0
7,135,4,"photography/fine art""",photography,US,2592000,2592000,1,5000,31,2,FALSE,FALSE,0,1249.0
364,92,1,"design/product design""",design,US,2592002,2592002,1,7500,56,7,TRUE,FALSE,1,34071.0
16,79,16,"art/painting""",art,GB,2592000,2592024,1.29135567,50,59,11,TRUE,FALSE,1,277.04543096
37,94,3,"fashion/pet fashion""",fashion,CA,2592000,2592001,0.75905419,6000,37,6,TRUE,FALSE,1,10529.5066947
17,35,1,"music""",music,US,2635921,2635921,1,1000,30,5,TRUE,FALSE,1,1562.0
0,100,3,"publishing/young adult""",publishing,US,2592000,1577373,1,3500,51,4,FALSE,TRUE,0,0.0
15,107,1,"food/drinks""",food,US,3715200,3715200,1,18200,50,7,FALSE,FALSE,0,1458.0
1,105,15,"food/food trucks""",food,US,1882732,1882732,1,50000,17,4,FALSE,FALSE,0,1.0
33,135,5,"art/painting""",art,US,3024000,3024000,1,2000,27,2,TRUE,FALSE,1,4371.0
1,135,6,"journalism/audio""",journalism,GB,2592000,2592002,1.29135567,4000,54,7,FALSE,FALSE,0,62.579946
1,124,7,"food/food trucks""",food,US,2592000,2592000,1,32000,15,6,FALSE,FALSE,0,1.0
538,127,4,"music/world music""",music,JP,2592000,2592000,0.00951863,5000000,32,4,TRUE,TRUE,1,57615.40230496
167,56,5,"technology/robots""",technology,US,2595600,2595600,1,75000,56,11,TRUE,FALSE,1,85744.0
12,23,3,"music""",music,US,919624,919625,1,750,33,6,TRUE,FALSE,1,773.0
27,89,11,"food/drinks""",food,US,2588400,2588400,1,33333,20,3,FALSE,FALSE,0,2661.0
35,28,11,"design""",design,HK,2592000,2592001,0.1290281,100000,48,13,TRUE,FALSE,1,23714.261248930000
7,81,1,"food/drinks""",food,US,5180400,5180401,1,300000,57,3,FALSE,FALSE,0,102.0
0,131,13,"theater/immersive""",theater,US,2070000,872882,1,8800,27,6,FALSE,FALSE,0,0.0
133,135,11,"journalism""",journalism,US,3048940,3048975,1,15000,41,6,TRUE,FALSE,1,18971.0
0,57,2,"publishing/young adult""",publishing,US,2592000,2592000,1,1000,12,3,FALSE,FALSE,0,0.0
16,108,1,"art/painting""",art,AT,2592000,2592000,1.1753395,200,47,14,TRUE,FALSE,1,280.04052468
2,98,1,"film & video/horror""",film & video,US,2592000,2592003,1,5000,9,9,FALSE,FALSE,0,155.0
1,124,3,"film & video/horror""",film & video,GB,2592000,2592000,1.29135567,400,38,3,FALSE,FALSE,0,81.5525227
1,125,3,"film & video/horror""",film & video,GB,1269500,1269501,1.29135567,400,6,1,FALSE,FALSE,0,1.2561741
0,111,5,"theater/immersive""",theater,GB,2680661,2680663,1.29135567,5000,14,2,FALSE,FALSE,0,0.0
